adult,belongs_to_collection,budget,genres,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,9000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",11893,tt0089941,en,Runaway Train,A hardened convict and a younger prisoner escape from a brutal prison in the middle of winter only to find themselves on an out-of-control train with a female railway worker while being pursued by the vengeful head of security.,15.236541,/dqViXokpi1xTZmsotfyhvGmzyZo.jpg,"[{'name': 'Cannon Group', 'id': 1444}, {'name': 'Golan-Globus Productions', 'id': 13549}, {'name': 'Northbrook Films', 'id': 14227}]","[{'iso_3166_1': 'IL', 'name': 'Israel'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",15-11-1985,7936012,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Desperate, And Determined To Survive.",Runaway Train,FALSE,7,129
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",123056,tt0090934,en,Desert Bloom,"The story involves Rose Chismore's youth. She flashes back and remembers her coming-of-age. Her recollections are sometimes less than sweet, particularly those of her troubled and alcoholic step-father. Her memories of Robin, her first-love, are much happier and she also recalls her colorful Aunt Starr -- who's visit is fun but also detrimental to her family's health. The setting of 1950s Las Vegas' bomb testing is increasingly significant to the development of the story.",1.229428,/dpt2v32ZBe6QYd9UaHyph1HFhXe.jpg,[],[],22-01-1986,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Desert Bloom,FALSE,4.9,8
FALSE,"{'id': 374384, 'name': 'Stepford Collection', 'poster_path': '/v8MNQQkU5B2WJbvXLZHsvWiHFTx.jpg', 'backdrop_path': '/m2kiyzpDeHx3L3HsIXBcHCXPbhm.jpg'}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",12223,tt0073747,en,The Stepford Wives,"The urban aspirant photographer Joanna Eberhart moves from Manhattan to Stepford, Connecticut with her family. Her husband Walter Eberhart decided to live in a calm suburb, but Joanna did not like the neighborhood with beautiful and perfect housewives. She becomes friend of Bobbie Markowe and Charmaine Wimperis, and when they change Joanna tries to escape.",3.94547,/fqpH2y1xOeygP2Oy5rRQfnqmau6.jpg,"[{'name': 'Palomar Pictures', 'id': 2380}, {'name': 'Fadsin Cinema Associates', 'id': 36638}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12-02-1975,0,117,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Something strange is happening in the town of Stepford.,The Stepford Wives,FALSE,6.7,79
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",32081,tt0087932,en,The Pope of Greenwich Village,"Charlie and his troublesome cousin Paulie decide to steal $150000 in order to back a ""sure thing"" race horse that Paulie has inside information on. The aftermath of the robbery gets them into serious trouble with the local Mafia boss and the corrupt New York City police department.",4.652503,/k0RJkaPPerN0LZtQKIvxWQgakAF.jpg,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",22-06-1984,0,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Charlie and Paulie. Two dreamers fighting to get lucky.,The Pope of Greenwich Village,FALSE,6.4,40
FALSE,,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",14924,tt0091954,en,Sid & Nancy,"Following their breakout success in England, flagship punk rock band the Sex Pistols venture out on their first U.S. tour. Temperamental bassist Sid Vicious takes his troubled girlfriend, Nancy Spungen, along for the ride. Along the way, the couple's turbulent relationship strains the patience of bandmate Johnny Rotten and manager Malcolm McLaren, while plunging Sid and Nancy into the depths of drug addiction and co-dependency.",5.681582,/wHzCbMCfipDJ38GW5IyBTWDflMz.jpg,"[{'name': 'Zenith Entertainment', 'id': 3644}, {'name': 'Initial Pictures', 'id': 6781}, {'name': 'U.K. Productions Entity', 'id': 20657}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",07-11-1986,2826523,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love Kills.,Sid & Nancy,FALSE,7,106
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",10002,tt0091538,en,Mona Lisa,"George has just been released from prison, and manages to get a job driving an expensive call girl from customer to customer. Initially they don't get on - he doesn't fit in with the high class customers Simone services. Will they ever get on?",3.095584,/tPOJOHS9qnjQ4l0tTPjjGbjhCmz.jpg,"[{'name': 'The Criterion Collection', 'id': 10932}, {'name': 'HandMade Films', 'id': 20076}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",13-06-1986,5794184,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Mona Lisa,FALSE,6.7,62
FALSE,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",41817,tt0099750,en,Heart Condition,"A bigoted policeman is given the heart of a slain black defense lawyer,who returns as a ghost to ask the cop to help take down the men who murdered him",5.531486,/2ApuvU24UEBlWeBiQGRyyOYFeqe.jpg,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",02-02-1990,4100000,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Heart Condition,FALSE,5.1,25
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",19426,tt0050783,it,Le notti di Cabiria,"Rome, 1957. A woman, Cabiria, is robbed and left to drown by her boyfriend, Giorgio. Rescued, she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment, things may not be what they seem.",6.587353,/xF4oCG3PLNbcrtPZbqB3BtkIbKg.jpg,"[{'name': 'Dino de Laurentiis Cinematografica', 'id': 1216}, {'name': 'Les Films Marceau', 'id': 2260}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",03-10-1957,752045,110,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The story of a betrayed but unquenchable little Roman street-walker.,Nights of Cabiria,FALSE,7.9,122
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",12560,tt0085244,en,The Big Chill,"Kevin Kline and Glenn Close star as Harold and Sarah Cooper, a couple whose marital troubles are put on hold while they host an unhappy reunion of former college pals gathered for the funeral of one of their own, a suicide victim named Alex. As the weekend unfolds, the friends catch up with each other, play the music of their youth, reminisce, smoke marijuana, and pair off with each other.",11.620392,/iHSQ8dPtqa4qlT19I9fJKqWprHA.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",09-09-1983,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The story of eight old friends searching for something they lost, and finding that all they needed was each other.",The Big Chill,FALSE,6.8,124
FALSE,,90000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9798,tt0120660,en,Enemy of the State,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape â€“ and destroy Dean.",12.978751,/2B0vLBo6gJbnzke4Enc77GCxKrz.jpg,"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'No Such Productions', 'id': 79209}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",20-11-1998,250649836,132,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's not paranoia if they're really after you.,Enemy of the State,FALSE,6.7,1266
FALSE,"{'id': 57129, 'name': 'Rugrats Collection', 'poster_path': '/zamw6yLqCFqAHG1HPSPOCws82Bb.jpg', 'backdrop_path': '/pFgV70FI1URDLFY3bllhPl6sC33.jpg'}",30000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",14444,tt0134067,en,The Rugrats Movie,"Tommy faces responsibility when Dil, his new baby brother, is born. As with all newborns, the child becomes a bane to Tommy and the rest of his gang. They decide to return Dil to where he came from, the hospital, but they get lost along the way. Can they find their way home and can Tommy and Dil learn to get along?",5.154373,/sL7JLbcAbI3aeNxJI7BBhuiaR4G.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'Klasky-Csupo', 'id': 59150}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",20-11-1998,100491683,79,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Rugrats Movie,FALSE,5.8,149
FALSE,,120000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",9487,tt0120623,en,A Bug's Life,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",16.869209,/u9qGMRwcPwP0WETxulS5hKUsEum.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",25-11-1998,363258859,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An epic presentation of miniature proportions.,A Bug's Life,FALSE,6.8,2379
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",9466,tt0120533,en,Celebrity,"The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.",5.704352,/vxcTrOvtc6kM7g4l6S0BvibycMd.jpg,"[{'name': 'Sweetland Films', 'id': 21716}, {'name': 'Magnolia Productions', 'id': 21717}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",07-09-1998,0,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A funny look at people who will do anything to get famous... or stay famous.,Celebrity,FALSE,6,113
FALSE,,2900000,"[{'id': 18, 'name': 'Drama'}]",666,tt0140888,pt,Central do Brasil,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",4.919716,/uQj3kqTPOVnEFnWr7esi90ZyzTm.jpg,"[{'name': 'MACT Productions', 'id': 393}, {'name': 'Videofilms', 'id': 394}, {'name': 'Riofilm', 'id': 395}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",16-01-1998,5596708,113,"[{'iso_639_1': 'pt', 'name': 'PortuguÃªs'}]",Released,He was looking for the father he never knew. She was looking for a second chance.,Central Station,FALSE,7.6,132
FALSE,,10000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2042,tt0120070,en,Savior,A hardened mercenary in the Foreign Legion begins to find his own humanity when confronted with atrocities during the fighting in Bosnia,3.699017,/qaNzDwOnwyLO8cRG2J3CZAVM4E3.jpg,"[{'name': 'Initial Entertainment Group (IEG)', 'id': 7380}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",20-11-1998,0,99,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'sh', 'name': ''}]",Released,"He's fighting a war he doesn't believe in, hoping to find something he does.",Savior,FALSE,7.1,29
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",10162,tt0166396,en,Waking Ned,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money.",4.502687,/5rpJUAq2CTRmYUxiWRlrllBsqsx.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Canal+', 'id': 5358}, {'name': 'Tomboy Films', 'id': 24356}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",15-09-1998,0,91,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ga', 'name': 'Gaeilge'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,How far would you go to win a fortune!,Waking Ned,FALSE,7.4,58
FALSE,,1300000,"[{'id': 18, 'name': 'Drama'}]",309,tt0154420,da,Festen,"A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son, Christian, stages a showdown with the popular pater familias; his provocative, moving after-dinner speech dislodges all the masks, which finally fall completely as the father-son conflict intensifies and the bewildered guests look on.",6.064954,/b0YDV5j53Y5xRscI14UieetvNLB.jpg,"[{'name': 'Nordic Film', 'id': 156}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Nimbus Film Productions', 'id': 11672}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",20-05-1998,0,105,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,The Celebration,FALSE,7.7,213
FALSE,,12000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",692,tt0069089,en,Pink Flamingos,"Notorious Baltimore criminal and underground figure Divine goes up against Connie &amp; Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",5.738871,/oRNBSoftw842k8cHQMjczZJ3z3A.jpg,"[{'name': 'Dreamland Productions', 'id': 407}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12-03-1972,6000000,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An exercise in poor taste.,Pink Flamingos,FALSE,6.2,111
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",24018,tt0045826,en,Glen or Glenda,"A psychiatrist tells two stories: one of a transvestite (Glen or Glenda), the other of a pseudohermaphrodite (Alan or Anne).",1.750815,/oLPrH8zkJsYcZwNHkz6ju2f4Lr1.jpg,"[{'name': 'Screen Classics (II)', 'id': 17100}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",01-01-1953,0,71,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The strange case of a ""man"" who changed his SEX!",Glen or Glenda,FALSE,4.6,32
FALSE,"{'id': 374509, 'name': 'Godzilla (Showa) Collection', 'poster_path': '/scvwS6k8gIW8w24UcmePQqVL10l.jpg', 'backdrop_path': '/dx9YSup5zEOjxYwG4UkYBVAZIXo.jpg'}",1000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1678,tt0047034,ja,ã‚´ã‚¸ãƒ©,"Japan is thrown into a panic after several ships explode and are sunk near Odo Island. An expedition to the island led by paleontologist Professor Kyohei Yemani soon discover something more devastating than imagined in the form of a 164 foot tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.",13.153272,/1MJcpTpeSh2RtRHI7EMHStvWDEt.jpg,"[{'name': 'Toho Film (Eiga) Co. Ltd.', 'id': 622}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",03-11-1954,0,96,"[{'iso_639_1': 'ja', 'name': 'æ—¥æœ¬èªž'}]",Released,It's Alive!,Godzilla,FALSE,6.9,194
FALSE,"{'id': 374511, 'name': 'Godzilla (Heisei) Collection', 'poster_path': '/A25nYpiBlYlGdJSuAfN9oJ9Li39.jpg', 'backdrop_path': '/4Y5IXrcWuK1wA3PbeNU5y6Qd3zF.jpg'}",2000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",39256,tt0087344,ja,Godzilla 1985,"Originally released in Japan as ""The Return of Godzilla""  in 1984, this is the heavily re-edited, re-titled ""Godzilla 1985"".  Adding in new footage of Raymond Burr, this 16th Godzilla film ignores all previous sequels and serves as a direct follow-up to the 1956 ""Godzilla King of the Monsters"", which also featured scenes with Burr edited into 1954's ""Godzilla"". This film restores the darker tone of the original, as we witness the nuclear destruction of giant lizard terrorizing Japan.",2.894009,/wWQmEv8UiGckO4lHyNtOX8tSCQy.jpg,"[{'name': 'New World Pictures', 'id': 1950}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",15-12-1984,4100000,87,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': 'æ—¥æœ¬èªž'}, {'iso_639_1': 'ru', 'name': 'PÑƒÑÑÐºÐ¸Ð¹'}]",Released,Your favorite fire breathing monster... like you've never seen him before!,Godzilla 1985,FALSE,6.7,34
FALSE,"{'id': 374509, 'name': 'Godzilla (Showa) Collection', 'poster_path': '/scvwS6k8gIW8w24UcmePQqVL10l.jpg', 'backdrop_path': '/dx9YSup5zEOjxYwG4UkYBVAZIXo.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",1680,tt0056142,ja,Kingu Kongu tai Gojira,"After a 7 year hiatus, Godzilla returned to the screen to take on King Kong in the 3rd film in the Godzilla franchise. A pharmaceutical company captures King Kong and brings him to Japan, where he escapes from captivity and battles a recently revived Godzilla.",2.894775,/pyf3DWaSCy8nLHgUijCME8CkIIt.jpg,"[{'name': 'Toho Company', 'id': 882}, {'name': 'RKO General Pictures', 'id': 46976}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",11-08-1962,0,98,"[{'iso_639_1': 'ja', 'name': 'æ—¥æœ¬èªž'}]",Released,The motion picture screen beckons you to adventure that thrills the emotions with shock and terror!,King Kong vs. Godzilla,FALSE,6,48
